,userNickname,title,formattedDate,text,isRecommended,rating,badges,positiveFeedbackCount,negativeFeedbackCount
1507,Ella29,Super comfortable and flattering,"June 1, 2024",Sooo comfortable. These go with so many things. Really flattering. Obsessed,True,5,"['VerifiedPurchaser', 'IncentivizedReview']",0,1
1508,Chazz375,Love these shoes.,"May 30, 2024",I absolutely love these shoes. I have received multiple compliments on the color of the shoes. One of my favorite adidas of all time.,True,5,[],1,1
1509,undefined,Oldskool,"May 29, 2024",Old skool just like pair I had when I was a lot younger in early 80s!🫣😉,True,5,['IncentivizedReview'],2,0
1510,BeachLove,Comfy. Retro. Love.,"May 27, 2024","I freaking love these shoes.  Comfy, stylish, retro. love.",True,5,[],0,1
1511,Adi174,Casual but stylish!,"May 27, 2024",These are so versatile for tank and shorts or casual attire day in the office.,True,5,[],0,1
1512,undefined,Love these kicks!,"May 27, 2024",Super comfy.  They look great!  They feel great!  Highly recommend these classics.,True,5,['IncentivizedReview'],0,0
1513,Chazbar,Great shoe,"May 27, 2024","Great colours, very comfortable. Bit worried about how to clean them but they are holding out so far and still look box fresh after a couple of weeks",True,5,[],0,0
1514,Steph_sal,Love the color. Very vibrant. Comfortable shoes.,"May 26, 2024","I was worried the shoes wouldn’t be comfortable but they are. The three stripes and shoelaces aren’t white but a light yellow which makes it look seamless, the colors go well together and are vibrant. Overall great comfortable shoe.",True,5,[],0,1
1515,Gennie,Not basic,"May 26, 2024","Not the most comfortable shoe, but the colorway and silhouette are fire.  Delivered ahead of schedule as well.",True,5,"['VerifiedPurchaser', 'IncentivizedReview']",1,2
1516,brendizzle,Very comfy,"May 25, 2024",Stylish goes with everything. I purchased all 3 colors. Wore them for 12 hrs on the first day so I can say it's comfortable,True,5,[],2,1
1517,Emmm10,Versatile shoe,"May 24, 2024",Love the colour scheme and good support compared to many Adidas shoes I have tried.,True,4,['IncentivizedReview'],0,0
1518,EzeBaker,Love the SL72s,"May 23, 2024",The women’s 14 is pretty close in size to men’s! I’d say order normal size or maybe 1/2 size up tops,True,5,"['VerifiedPurchaser', 'IncentivizedReview']",1,0
1519,Tomsy84,Great purchase,"May 23, 2024","Product as described, fits well, looks good, great value compared to other brands",True,5,['IncentivizedReview'],0,0
1520,razreshi,"Stylish, comfy!","May 23, 2024","Lightweight, plenty of space for toes, go with any outfit from suits to dresses, shorts or skirts. Bright design, my pair was customized on Mother’s Day - cute bonus ;)",True,5,"['VerifiedPurchaser', 'IncentivizedReview']",3,0
1521,davo,I had to go up half a size.,"May 22, 2024","Great feel with the correct size. Will get in a torrential downpour, but dry quickly!",True,5,[],0,0
1522,undefined,All things adidas,"May 22, 2024",Really quick and easy delivery   Love the new colourways in Sl72,True,5,['IncentivizedReview'],0,0
1523,Ty69,"Runs super small, had to return them.","May 22, 2024","Seem like nice shoes but run small, had to send back",False,4,[],2,0
1524,SL72,Another SL72 to add to the collection,"May 21, 2024","Please,please adidas stop bringing out various colourways for the SL72,my bank account can't handle it anymore lol",True,5,[],0,0
1525,Jules,Buy it an you love it,"May 20, 2024","Perfect size, Very light for a trainer shoe Top design and top quality  Love it!!‘",True,5,[],0,0
1526,Romanos,Perfecto,"May 19, 2024","I have a full collection SL 70 , The new era of retro shoes has arrived",True,5,[],2,1
1527,Lesa,Make more! You always run out!,"May 19, 2024",Why don't you make more? Clearly there is demand. And you always run out.,True,1,[],11,4
1528,AliMoradi,Unfortunately Not happy this time .,"May 18, 2024",I wear it just for 1 month and broken. Really  not recommended,False,1,['IncentivizedReview'],7,0
1529,WeeZ,Fab Green Sneaks,"May 18, 2024",I wanted these green gems as I had a pair in 74-75!  These pretty darn close to my original pair. The fit is perfect and I get tons of compliments when I wear!,True,5,"['VerifiedPurchaser', 'IncentivizedReview']",2,0
1530,undefined,Great for summer,"May 18, 2024",Sole nice and flexible &amp; overall a lightweight trainer,True,4,['IncentivizedReview'],0,0
1531,Mickey50,The best shoe ever!,"May 17, 2024",Classy and chic at every level! Can dress up or down. I wear with my suits and dresses.,True,5,[],4,0
1532,gnsbrn,love these shoes,"May 16, 2024",the color is soo pretty and it looks good with everything,True,5,[],0,0
1533,Alicia,"I love them, but they run a little big.","May 16, 2024","The color of the shoes is the same as the photo, they are comfortable, the only thing is that if they were a little big, I ordered a size 6.5 but a 6 would have been better.",True,5,[],2,0
1534,lyndon,Beautiful,"May 15, 2024",Absolutely stunning pair of sl 72 the colour these are superb,True,5,['IncentivizedReview'],0,0
1535,Deneo,Love old school trainers,"May 14, 2024",Old school all the way love them really comfy and look mint with gathered jeans,True,5,['IncentivizedReview'],0,0
1536,Lets,Stylish and light!,"May 14, 2024","The shoe is beautiful! Light as a feather. I ordered the red SL, beautiful. Though, I thought the tongue material appeared plasticky or cheapish hence the one-star less... I ordered my normal size which is 11, but these seemed long in the front, and I wasn't fond of how they fitted nor the look, so I returned them to exchange for size 10.5. However, after a long wait, Adidas couldn't find the right size and that was really disappointing.",True,4,[],3,0
1537,doogalotoole,A great buy.,"May 14, 2024",Light and breezy and I know that it won't be long before I have to try and clean.,True,4,['IncentivizedReview'],0,0
1538,Kmm03,Receive tons of compliments,"May 14, 2024","Nice fit, runs slightly narrow. Very comfortable. The colors are neutral yet fun.",True,5,"['VerifiedPurchaser', 'IncentivizedReview']",0,0
1539,Mar75,I would buy another pair in different colour 😆,"May 13, 2024","Love this shoe! They are stylish and comfy right out of the box. The vibrant color adds flair, and the cushioning ensures immediate comfort. With their durable and timeless design, breaking them in is never an issue. A perfect blend of fashion and function.",True,5,[],0,0
1540,Eve75,Great colour,"May 13, 2024","I absolutely loved these trainers, great fit and colour, but sadly I did return as not the right style for me. I need something with a chunkier heel. But highly recommend still.",True,5,['IncentivizedReview'],0,0
1541,Eddieretro,"Light weight, comfortable, easy cleaning.","May 11, 2024","Ordered 2 pairs. I've purchased in the past and love them. Light weight, comfortable, easy cleaning.",True,4,['IncentivizedReview'],0,0
1542,Moots,A classic reborn!,"May 11, 2024",Nice update of a classic shoe. Reminds you of how far trainer design has come in fifty years! Very comfortable and very stylish.,True,5,['IncentivizedReview'],0,0
1543,Dw2484,Awesome,"May 11, 2024",Classic adidas look and style but with a modern twist,True,5,['IncentivizedReview'],0,0
1544,Ss77,Will buy more,"May 10, 2024",Love these sneakers.  Super comfy and a nice change from the samba.,True,5,[],3,1
1545,Nikki,A forever shoe,"May 9, 2024","Incredibly comfy and stylish, I particularly love the nylon finish as it's a little more sturdy. Do get a half size up from your usual though as the fit is quite narrow overall.",True,5,['IncentivizedReview'],0,0
1546,Jan72,"Stylish comfortable classic, great purchase at a g","May 8, 2024","These classic trainers are iconic, I’m 65 and feel comfortable wearing them, they are so comfortable and a great colour, perfect for spring/ summer",True,5,[],2,0
1547,Claireharry,The perfect shoe to go with anything being neutral,"May 8, 2024","Great fit goes with anything, updates an outfit from ordinary to cool",True,5,[],0,0
1548,Sophie23,Perfect Trainers,"May 8, 2024",Perfect trainers! Lightweight and very comfortable,True,5,['IncentivizedReview'],0,0
1549,Meme4,Cutest shoe,"May 7, 2024",Slim fit and but overall a great colour and style. Probably size up a 1/2 size,True,4,[],1,0
1550,Rusty,Solid old school style trainers.,"May 7, 2024",Superb colour way that’s although subtle does stand out as an old school flavour when wearing jeans or shorts. Had to take half size up for better fit but still comfy!,True,5,['IncentivizedReview'],0,0
1551,Sl72king,Great trainer,"May 7, 2024","Look great on foot and fit perfect,unique colours make them stand out",True,5,[],0,0
1552,Redarmy71,Quality pair and colourway,"May 6, 2024",Alwaysca great trainer sl72 .colourways are great and comfy.hopefully lot more colourways to come out.,True,5,[],0,0
1553,Jean24,Very attractive and very comfortable,"May 5, 2024","Well fitting, very comfortable and they are much admired",True,5,"['VerifiedPurchaser', 'IncentivizedReview']",0,0
1554,GGTraining,"Big, order at least half size down","May 4, 2024","Love them but they’re too big, I had to order half size down and they were still a touch too big but better",True,4,"['VerifiedPurchaser', 'IncentivizedReview']",4,0
1555,LLLL,Love them,"May 4, 2024",Love these so much I’m buying all the colours!  Great fit and comfortable,True,5,[],0,0
1556,Lans,Brown is the new black,"May 4, 2024","Comfy, cool retro colour-way trainer. Light on the feet. Fits true to size.",True,5,"['VerifiedPurchaser', 'IncentivizedReview']",0,0
1557,Cheesepundit,Be stylish and comfy at the same time,"May 3, 2024",So light and comfortable but really stylish at the same time.  Always receive compliments when I wear these.,True,5,"['VerifiedPurchaser', 'IncentivizedReview']",0,0
1558,Sim24,Disappointing,"May 2, 2024",Looks nothing like the online images. I’m not allowed to return them now!,False,1,[],1,2
1559,Thebrs,Stylish and fun,"May 2, 2024",I love the vintage look and the brilliant red color.,True,5,"['VerifiedPurchaser', 'IncentivizedReview']",4,0
1560,Lseibs,Perfect pair,"April 30, 2024","Super comfortable, true to size. No break-in time needed at all.",True,5,[],0,0
1561,Katy,Perfect,"April 30, 2024",Great comfort and color. A perfect shoe that stands out,True,5,"['VerifiedPurchaser', 'IncentivizedReview']",0,0
1562,Cat2,Great pair of shoes,"April 29, 2024",The style and fit are amazing. Very comfortable! Wore them all day no issues.,True,4,[],0,0
1563,Tania,Fit good,"April 29, 2024",I would definitely buy more of this style. The shoes feels good.,True,5,[],0,0
1564,Sally,"Nice shoes, sizing off","April 28, 2024","Good shoes, weird sizing, ordered size 7.5 women's, fits big.",True,5,[],1,0
1565,Aloha499,"Great, stylish shoe","April 28, 2024",Super stylish and very comfortable. Fit is exactly as stated.,True,5,"['VerifiedPurchaser', 'IncentivizedReview']",0,0
1566,Sheila,sorry to return this one,"April 28, 2024","I love the style and colour of this shoe, but the tread felt like bumpy plastic and clicked on the floor, almost like a soccer cleat.",False,3,[],3,1
1567,WG43,My fave Adidas pair,"April 28, 2024",Comfortable and stylish ! SL 72s are my favorite Adidas. They mold to my feel as if they always been mine that makes me so happy when a shoe just fits perfect.,True,5,"['VerifiedPurchaser', 'IncentivizedReview']",0,0
1568,Elal,Nice shape,"April 27, 2024",Nice looking shoe. They run about 1/2 size too big.,True,4,[],1,0
1569,Liz22,Great purchase.,"April 27, 2024",The design and retro style. They look great with anything and are very comfortable.,True,5,[],0,0
1570,Deanna,So classic and adorable!,"April 27, 2024",Bright and light weight.  Waiting on a smaller size to get in stock so I can order.,True,5,[],0,0
1571,Allie,Great purchase!,"April 26, 2024",Great colour and very comfortable. Only wish the tongue was longer.,True,4,[],0,0
1572,Moris,WOMAN SIZE!!!,"April 26, 2024",It's a woman's size be aware. No where on the item is it advertised as a woman size,False,1,[],0,7
1573,Kjoy,Yesssss… love them,"April 26, 2024","Haven’t wore them yet, but tried them on and I love them!!!",True,5,"['VerifiedPurchaser', 'IncentivizedReview']",0,0
1574,Rachel713,Super cute details!,"April 26, 2024",Very cute shoe but runs big/long. I’d suggest sizing down.,True,4,"['VerifiedPurchaser', 'IncentivizedReview']",0,0
